food_name,kcal_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g
2361,170.0,39.5,54.0,28.300000000000004
2362,316.0,13.0,20.1,17.2
2363,183.0,14.800000000000002,6.1,39.9
2364,208.0,25.3,84.6,48.0
2365,247.00000000000003,23.7,53.1,18.1
2366,521.0,16.2,52.5,42.4
2367,535.0,17.8,91.8,26.1
2368,501.99999999999994,40.8,64.8,30.3
2369,108.0,44.5,81.6,42.9
2370,484.0,31.2,10.6,28.300000000000004
2371,399.0,5.6,70.9,29.2
2372,98.0,41.9,63.2,8.4
2373,239.0,47.7,55.50000000000001,11.5
2374,417.0,1.1,99.8,21.8
2375,592.0,31.4,10.6,16.7
2376,117.0,26.0,10.3,47.7
2377,436.00000000000006,8.6,78.4,37.9
2378,317.0,31.5,17.2,8.3
2379,548.0,43.0,55.8,48.7
2380,112.00000000000001,23.5,82.4,11.3
2381,449.0,3.0,68.9,47.7
2382,374.0,40.7,87.5,49.8
2383,317.0,24.5,12.4,31.0
2384,257.0,1.2,57.70000000000001,14.499999999999998
2385,504.0,40.4,16.4,25.900000000000002
2386,505.0,9.8,35.8,8.0
2387,179.0,34.2,43.0,16.0
2388,330.0,38.2,41.0,18.3
2389,114.99999999999999,41.7,9.6,24.6
2390,109.00000000000001,34.1,62.1,14.400000000000002
2391,195.0,22.9,62.8,47.9
2392,463.0,33.0,78.2,36.4
2393,96.0,48.2,15.299999999999999,43.4
2394,525.0,40.0,36.0,5.2
2395,545.0,21.7,80.1,5.4
2396,180.0,47.8,57.10000000000001,35.4
2397,212.0,2.8,62.1,37.7
2398,443.0,43.0,19.4,28.199999999999996
2399,306.0,22.7,97.4,11.3
2400,357.0,36.2,28.199999999999996,22.7
2401,250.99999999999997,22.9,50.1,17.0
2402,186.0,46.7,30.4,23.5
2403,367.0,3.1,30.599999999999998,8.5
2404,132.0,48.8,41.9,37.1
2405,369.0,25.7,31.8,19.8
2406,376.0,9.3,45.3,27.699999999999996
2407,358.0,16.0,11.9,49.2
2408,331.0,13.5,23.4,15.5
2409,92.0,28.499999999999996,35.9,48.1
2410,353.0,22.0,61.5,38.4
2411,392.0,25.2,56.00000000000001,15.299999999999999
2412,444.00000000000006,18.7,86.0,25.6
2413,71.0,20.0,40.9,15.4
2414,463.99999999999994,5.6,11.3,32.5
2415,592.0,6.0,46.3,7.3
2416,80.0,1.2,84.8,10.8
2417,108.0,34.2,78.0,41.0
2418,358.0,31.5,42.0,13.900000000000002
2419,237.0,23.2,34.5,24.3
2420,296.0,45.1,28.9,28.9
2421,535.0,13.0,65.6,4.5
2422,409.99999999999994,20.4,13.8,23.2
2423,221.0,8.9,34.3,19.1
2424,488.99999999999994,28.000000000000004,26.700000000000003,44.9
2425,172.0,22.8,93.8,24.4
2426,429.0,34.7,95.0,18.3
2427,560.0,32.6,61.5,18.9
2428,170.0,44.5,66.0,4.5
2429,149.0,16.2,53.29999999999999,18.5
2430,88.0,14.3,53.0,23.1
2431,476.0,46.1,69.9,19.6
2432,258.0,8.5,88.1,11.5
2433,272.0,44.7,33.2,45.9
2434,585.0,34.1,89.5,8.2
2435,303.0,41.8,12.0,37.7
2436,480.0,7.3,35.0,26.400000000000002
2437,119.0,21.5,79.6,25.900000000000002
2438,219.0,12.1,17.1,22.7
2439,336.0,49.2,99.3,18.4
2440,193.0,29.9,53.79999999999999,24.4
2441,447.0,45.1,88.5,5.2
2442,596.0,40.8,97.0,19.8
2443,523.0,24.1,39.8,10.1
2444,187.0,21.4,7.400000000000001,24.6
2445,325.0,13.600000000000001,79.3,28.800000000000004
2446,149.0,34.4,51.5,40.6
2447,528.0,49.4,34.2,41.0
2448,52.0,19.3,7.200000000000001,44.2
2449,250.99999999999997,5.8,80.9,18.9
2450,358.0,43.5,73.1,8.9
2451,313.0,25.4,63.2,27.200000000000003
2452,186.0,39.6,38.1,2.1
2453,73.0,13.3,85.4,19.0
2454,399.0,9.8,26.1,41.5
2455,413.0,4.6,58.599999999999994,43.3
2456,581.0,25.1,62.3,12.8
2457,495.0,26.400000000000002,66.4,10.3
2458,187.0,38.1,61.4,30.5
2459,355.0,32.4,20.9,25.2
2460,555.0,31.4,75.4,7.8
2461,326.0,12.2,65.4,13.600000000000001
2462,376.0,11.8,44.1,37.9
2463,579.0,19.6,30.099999999999998,18.8
2464,206.0,19.9,92.9,22.9
2465,163.0,36.7,37.4,3.9
2466,558.0,6.5,87.9,45.3
2467,156.0,39.4,24.1,28.4
2468,283.0,34.9,98.5,40.2
2469,490.00000000000006,45.6,18.4,43.7
2470,260.0,5.7,34.6,45.5
2471,441.0,43.1,59.099999999999994,18.6
2472,70.0,47.7,45.6,43.4
2473,109.00000000000001,12.9,22.3,47.9
2474,307.0,3.4000000000000004,32.9,37.0
2475,561.0,8.2,72.1,36.1
2476,54.0,32.7,91.4,49.2
2477,491.0,19.5,58.8,42.6
2478,598.0,31.4,45.7,47.2
2479,458.0,13.100000000000001,35.1,31.2
2480,89.0,33.4,85.4,13.8
2481,184.0,42.2,26.400000000000002,40.7
2482,237.0,20.7,51.6,39.5
2483,453.0,28.9,16.2,2.5
2484,364.0,22.2,90.4,46.5
2485,509.0,19.7,24.6,42.1
2486,301.0,17.5,90.1,32.4
2487,527.0,47.8,18.2,38.5
2488,444.00000000000006,28.199999999999996,59.9,5.3
2489,513.0,12.2,93.0,17.9
2490,508.0,2.6,77.5,5.4
2491,504.0,13.5,68.1,7.7
2492,217.0,32.8,54.2,13.600000000000001
2493,266.0,36.7,32.8,8.0
2494,227.0,6.2,17.0,29.2
2495,202.99999999999997,18.3,45.8,35.4
2496,461.00000000000006,26.8,62.8,43.7
2497,552.0,27.0,95.7,36.7
2498,440.00000000000006,46.0,18.8,6.6000000000000005
2499,170.0,20.7,57.70000000000001,36.9
2500,573.0,10.1,97.1,7.5
2501,95.0,31.7,22.4,39.5
2502,112.99999999999999,42.7,98.3,16.8
2503,236.0,1.2,34.7,40.0
2504,248.0,4.4,75.7,38.3
2505,362.0,5.8,65.7,26.6
2506,161.0,38.3,53.6,4.8
2507,385.0,47.0,46.1,37.0
2508,472.0,3.6000000000000005,71.1,11.5
2509,263.0,29.9,22.2,43.6
2510,590.0,10.9,69.9,32.3
2511,546.0,10.1,82.7,4.9
2512,507.0,13.5,84.7,17.0
2513,392.0,19.9,54.89999999999999,36.6
2514,463.0,42.3,20.1,25.2
2515,571.0,8.8,71.1,5.8
2516,478.0,27.500000000000004,26.5,12.5
2517,252.99999999999997,23.8,98.7,14.899999999999999
2518,137.0,4.9,10.7,2.5
2519,181.0,36.1,86.2,37.0
2520,405.99999999999994,5.7,59.599999999999994,17.6
2521,87.0,24.3,57.99999999999999,24.7
2522,390.0,10.1,54.400000000000006,45.5
2523,284.0,42.5,94.0,15.6
2524,461.00000000000006,15.299999999999999,99.2,11.7
2525,162.0,2.0,75.1,16.6
2526,196.0,44.6,85.8,26.8
2527,363.0,25.2,94.1,47.7
2528,349.0,3.9,97.6,2.4
2529,420.0,23.7,20.2,19.6
2530,233.0,10.7,32.6,38.9
2531,212.0,17.9,73.3,12.4
2532,507.0,6.800000000000001,40.8,27.3
2533,579.0,27.699999999999996,33.3,42.6
2534,218.00000000000003,3.2,75.3,40.7
2535,455.0,36.6,98.6,14.899999999999999
2536,223.0,40.6,13.100000000000001,15.0
2537,547.0,31.2,26.0,41.3
2538,389.0,22.8,77.0,2.4
2539,240.0,26.3,48.2,21.8
2540,535.0,23.4,7.7,23.2
2541,449.0,32.0,14.800000000000002,8.2
2542,558.0,3.1,32.3,2.7
2543,120.0,17.1,90.9,25.3
2544,59.0,45.7,21.9,19.9
2545,571.0,20.3,83.7,10.0
2546,483.0,22.2,99.3,3.9
2547,231.0,21.7,16.1,30.2
2548,53.0,18.9,20.3,42.0
2549,400.0,34.1,38.9,11.7
2550,181.0,42.4,25.5,17.8
2551,93.0,23.5,65.2,34.3
2552,475.0,48.9,64.9,32.9
2553,362.0,46.7,19.3,40.1
2554,75.0,37.5,44.7,10.2
2555,421.0,43.2,6.0,26.1
2556,457.0,49.5,68.9,34.0
2557,367.0,9.1,29.799999999999997,43.2
2558,231.99999999999997,45.3,77.5,48.9
2559,71.0,31.5,35.5,34.7
2560,264.0,1.6,64.4,28.6
2561,499.0,32.3,39.5,44.1
2562,395.0,23.4,60.699999999999996,34.2
2563,339.0,17.8,72.0,24.7
2564,218.00000000000003,33.5,6.6000000000000005,14.099999999999998
2565,175.0,5.2,84.0,37.0
2566,241.0,18.7,67.7,11.8
2567,554.0,9.4,65.4,27.699999999999996
2568,158.0,19.4,62.3,12.7
2569,146.0,30.3,95.4,38.8
2570,465.00000000000006,21.7,29.799999999999997,18.5
2571,421.0,6.7,95.5,40.6
2572,540.0,30.099999999999998,99.0,38.9
2573,112.99999999999999,2.3,39.7,48.3
2574,238.0,17.8,10.4,5.1
2575,497.0,10.7,61.4,18.5
2576,168.0,33.3,66.1,34.1
2577,250.0,19.8,45.0,31.900000000000002
2578,446.0,22.4,54.7,48.3
2579,254.99999999999997,15.8,81.0,28.800000000000004
2580,227.0,36.0,24.1,34.9
2581,103.0,9.9,74.4,44.4
2582,279.0,3.2,7.6,25.5
2583,109.00000000000001,49.5,72.5,36.9
2584,515.0,3.5000000000000004,92.3,19.1
2585,80.0,19.5,78.7,49.3
2586,180.0,34.9,85.8,16.8
2587,546.0,46.2,84.9,15.5
2588,321.0,18.9,27.800000000000004,20.8
2589,174.0,29.7,95.0,14.7
2590,225.99999999999997,34.0,53.29999999999999,47.2
2591,491.0,40.1,98.6,10.1
2592,597.0,36.0,86.6,40.2
2593,434.0,37.6,91.3,38.3
2594,548.0,20.6,97.1,7.7
2595,112.99999999999999,39.1,22.4,6.3
2596,530.0,43.8,89.8,45.7
2597,425.0,48.1,18.5,4.0
2598,252.99999999999997,7.1,17.7,9.8
2599,349.0,5.7,65.1,31.0
2600,389.0,2.7,30.8,19.3
2601,543.0,19.0,99.0,42.6
2602,380.0,28.7,5.7,28.9
2603,509.99999999999994,3.5000000000000004,31.3,45.5
2604,252.0,16.2,98.5,4.6
2605,328.0,19.0,77.2,13.600000000000001
2606,63.0,37.8,97.7,32.9
2607,78.0,19.2,77.6,37.2
2608,375.0,34.3,88.9,26.400000000000002
2609,378.0,31.5,73.7,26.5
2610,335.0,9.4,9.9,6.2
2611,274.0,36.7,70.8,37.0
2612,149.0,7.3,48.1,7.000000000000001
2613,333.0,32.3,70.8,15.7
2614,484.0,19.6,58.20000000000001,32.5
2615,165.0,50.0,60.4,35.5
2616,404.0,23.8,7.9,15.0
2617,387.0,10.7,93.8,42.1
2618,238.0,46.5,62.1,11.4
2619,215.0,3.0,29.799999999999997,5.7
2620,276.0,6.2,41.4,23.5
2621,373.0,1.5,49.1,28.9
2622,409.0,15.2,15.6,17.0
2623,501.99999999999994,36.8,76.5,39.1
2624,368.0,31.8,94.5,31.2
2625,366.0,43.0,93.0,32.4
2626,222.00000000000003,9.9,54.0,28.7
2627,348.0,16.8,21.2,29.5
2628,549.0,11.9,82.9,38.5
2629,572.0,28.6,79.9,24.0
2630,158.0,18.4,48.1,46.8
2631,164.0,16.5,40.0,19.0
2632,331.0,5.6,92.4,17.1
2633,564.0,10.1,92.5,11.9
2634,303.0,10.8,73.3,4.4
2635,287.0,27.399999999999995,11.0,2.9
2636,200.99999999999997,14.7,87.2,12.3
2637,571.0,44.1,49.3,24.4
2638,259.0,18.2,53.6,21.1
2639,285.0,10.2,7.000000000000001,43.9
2640,361.0,27.699999999999996,19.5,12.8
2641,242.0,22.3,99.6,41.7
2642,469.00000000000006,33.4,26.899999999999995,35.4
2643,437.0,30.2,13.3,11.4
2644,108.0,43.1,11.7,4.2
2645,71.0,5.8,11.7,13.8
2646,519.0,35.3,21.5,9.0
2647,106.0,48.0,8.2,2.6
2648,391.0,39.5,6.800000000000001,30.9
2649,433.0,26.5,95.7,45.3
2650,561.0,12.9,75.7,40.7
2651,302.0,23.2,12.0,48.7
2652,373.0,41.8,21.2,48.7
2653,446.0,9.7,55.1,17.7
2654,426.0,8.6,7.400000000000001,48.6
2655,95.0,24.2,26.400000000000002,20.9
2656,188.0,23.8,24.6,19.5
2657,129.0,15.2,85.3,10.7
2658,419.00000000000006,7.400000000000001,17.5,41.7
2659,311.0,32.6,69.3,4.0
2660,189.0,29.2,63.4,22.9
2661,308.0,21.7,43.9,19.2
2662,84.0,10.2,71.9,5.1
2663,551.0,10.2,49.8,2.1
2664,134.0,24.6,77.9,47.0
2665,133.0,37.3,8.7,17.9
2666,386.0,45.0,16.9,9.8
2667,196.0,45.4,84.3,42.1
2668,445.0,37.8,9.5,22.6
2669,450.0,3.4000000000000004,49.6,20.8
2670,59.0,23.9,48.3,22.3
2671,371.0,35.5,43.2,33.6
2672,569.0,6.3,98.0,5.8
2673,420.0,2.2,41.1,29.299999999999997
2674,150.0,48.8,95.4,16.3
2675,505.99999999999994,24.4,73.2,8.4
2676,197.0,19.4,22.3,22.6
2677,71.0,28.300000000000004,23.9,46.6
2678,371.0,48.6,13.8,41.9
2679,389.0,40.5,86.0,46.3
2680,250.0,13.100000000000001,44.6,20.1
2681,307.0,43.4,26.0,47.6
2682,495.0,16.3,64.3,10.1
2683,133.0,20.1,94.2,22.0
2684,50.0,28.9,96.8,7.6
2685,455.99999999999994,26.1,64.0,14.899999999999999
2686,373.0,17.2,54.89999999999999,28.800000000000004
2687,95.0,19.6,30.2,35.1
2688,114.99999999999999,25.8,33.5,42.7
2689,528.0,6.6000000000000005,69.9,43.8
2690,225.99999999999997,17.0,90.0,14.3
2691,68.0,47.4,48.5,32.1
2692,270.0,10.8,9.0,27.6
2693,311.0,12.6,93.2,17.2
2694,438.99999999999994,46.9,34.8,23.1
2695,532.0,43.0,98.4,45.4
2696,446.0,47.3,31.2,49.6
2697,330.0,5.6,78.9,32.5
2698,500.0,25.4,97.5,16.5
2699,78.0,41.2,78.3,8.1
2700,276.0,12.8,91.6,17.3
2701,514.0,10.4,33.5,37.2
2702,352.0,40.3,57.10000000000001,8.0
2703,528.0,29.600000000000005,13.5,29.799999999999997
2704,423.00000000000006,3.4000000000000004,50.1,46.1
2705,221.0,20.7,92.6,47.2
2706,146.0,31.3,23.2,26.1
2707,64.0,11.6,92.1,47.8
2708,476.0,29.600000000000005,57.49999999999999,24.1
2709,297.0,45.9,40.5,35.1
2710,445.0,12.9,21.7,29.2
2711,425.0,42.7,73.2,1.3
2712,488.0,1.2,77.8,31.7
2713,359.0,31.900000000000002,69.6,27.3
2714,497.0,12.4,40.1,24.6
2715,423.00000000000006,13.8,18.8,48.1
2716,343.0,23.8,79.3,35.9
2717,245.00000000000003,7.400000000000001,29.2,43.8
2718,568.0,25.0,43.4,28.999999999999996
2719,534.0,5.9,68.0,26.0
2720,328.0,23.1,41.7,47.2
2721,594.0,22.2,49.5,39.2
2722,148.0,36.8,20.5,47.0
2723,438.0,9.1,31.2,6.4
2724,575.0,12.4,53.0,21.4
2725,323.0,7.200000000000001,26.400000000000002,25.3
2726,148.0,1.9,60.6,40.8
2727,416.0,31.8,70.4,2.9
2728,363.0,21.1,86.1,31.5
2729,246.0,36.7,18.4,7.000000000000001
2730,200.0,28.9,82.8,49.6
2731,407.0,47.0,14.7,11.9
2732,420.0,6.800000000000001,89.0,1.6
2733,421.0,20.8,41.0,37.6
2734,321.0,40.8,52.2,15.2
2735,529.0,13.699999999999998,95.3,5.1
2736,127.0,44.1,47.5,21.4
2737,254.99999999999997,37.0,62.8,11.9
2738,70.0,48.9,30.4,4.2
2739,589.0,1.0,86.3,28.1
2740,287.0,4.2,82.1,16.5
2741,91.0,45.3,5.7,30.0
2742,258.0,18.1,25.5,26.3
2743,286.0,28.199999999999996,12.0,23.8
2744,318.0,35.6,50.6,15.8
2745,588.0,31.4,49.2,34.1
2746,185.0,36.0,99.9,12.6
2747,455.0,4.9,7.3,34.7
2748,96.0,12.9,38.9,21.4
2749,178.0,21.0,74.7,14.499999999999998
2750,248.0,10.9,68.7,5.0
2751,392.0,30.2,67.3,8.1
2752,451.99999999999994,6.7,82.6,16.9
2753,250.0,47.1,19.1,37.1
2754,397.0,22.5,90.6,24.5
2755,459.0,40.5,21.1,5.6
2756,544.0,40.0,70.9,32.4
2757,69.0,23.7,31.2,7.3
2758,580.0,2.2,39.1,17.0
2759,455.99999999999994,12.7,50.7,6.4
2760,346.0,23.8,72.8,22.4
2761,480.99999999999994,32.0,83.2,13.8
2762,66.0,13.8,71.6,27.200000000000003
2763,208.0,6.3,62.0,17.1
2764,348.0,14.7,25.6,50.0
2765,578.0,41.7,16.0,31.8
2766,160.0,9.4,45.4,34.8
2767,252.0,15.6,16.5,39.0
2768,328.0,3.5000000000000004,47.7,28.1
2769,80.0,21.3,47.1,30.7
2770,261.0,48.0,79.1,24.7
2771,164.0,31.0,76.4,11.8
2772,434.0,26.700000000000003,51.800000000000004,32.1
2773,257.0,19.2,19.9,48.4
2774,383.0,32.6,8.3,32.4
2775,273.0,19.2,73.7,24.5
2776,472.0,20.5,80.4,28.999999999999996
2777,190.0,35.1,69.5,35.1
2778,566.0,6.6000000000000005,19.3,28.999999999999996
2779,463.99999999999994,14.800000000000002,60.8,33.2
2780,599.0,23.4,73.6,46.2
2781,386.0,10.7,51.300000000000004,26.400000000000002
2782,78.0,14.000000000000002,6.5,46.7
2783,100.0,47.4,95.4,31.3
2784,446.0,22.3,8.9,9.5
2785,555.0,20.4,99.1,6.5
2786,193.0,19.8,72.8,6.800000000000001
2787,505.99999999999994,26.899999999999995,7.7,16.0
2788,297.0,4.3,23.6,20.4
2789,304.0,2.2,10.0,23.6
2790,529.0,12.8,70.9,15.1
2791,70.0,35.3,38.4,18.7
2792,359.0,14.000000000000002,99.3,46.6
2793,437.0,2.2,73.9,19.1
2794,471.0,40.4,70.8,10.7
2795,497.0,22.7,5.7,4.0
2796,277.0,14.899999999999999,77.9,42.0
2797,441.0,46.2,80.7,35.8
2798,290.0,14.099999999999998,68.7,14.7
2799,421.0,37.6,95.3,26.0
2800,224.00000000000003,31.7,57.8,24.4
2801,321.0,44.9,99.1,6.9
2802,409.0,19.9,36.2,22.9
2803,493.0,32.0,14.099999999999998,46.1
2804,520.0,12.7,99.4,25.8
2805,107.0,3.7000000000000006,43.2,26.6
2806,444.00000000000006,12.0,32.8,15.0
2807,549.0,2.5,89.0,18.0
2808,484.99999999999994,36.0,59.4,36.4
2809,158.0,18.1,44.3,48.8
2810,515.0,26.700000000000003,67.7,30.7
2811,214.0,24.0,27.9,36.7
2812,385.0,2.9,82.6,18.3
2813,446.0,23.2,70.3,5.3
2814,310.0,36.4,84.4,29.9
2815,113.99999999999999,25.1,45.9,46.6
2816,409.0,29.9,61.199999999999996,25.5
2817,315.0,19.7,83.8,15.0
2818,542.0,31.6,91.4,24.8
2819,225.0,3.8,86.5,39.4
2820,147.0,40.5,85.8,31.900000000000002
2821,375.0,36.0,92.3,23.2
2822,114.99999999999999,16.8,83.0,12.1
2823,394.0,3.6000000000000005,66.9,3.1
2824,195.0,31.2,66.8,35.2
2825,314.0,6.800000000000001,32.6,48.7
2826,292.0,11.6,40.3,27.200000000000003
2827,199.0,26.899999999999995,99.9,43.8
2828,95.0,17.9,11.1,41.4
2829,463.0,46.5,26.0,18.4
2830,229.0,4.1,36.0,21.1
2831,74.0,17.6,85.4,40.8
2832,413.99999999999994,41.2,91.0,48.0
2833,265.0,45.5,80.6,2.3
2834,570.0,8.5,61.199999999999996,32.6
2835,579.0,14.899999999999999,99.9,7.8
2836,63.0,5.9,88.4,6.0
2837,128.0,41.2,38.0,18.3
2838,305.0,8.4,94.3,30.7
2839,400.0,40.4,60.099999999999994,28.9
2840,280.0,48.0,31.8,15.6
2841,172.0,13.0,5.0,4.7
2842,304.0,26.3,43.5,19.4
2843,176.0,32.5,68.8,49.0
2844,474.0,19.0,72.2,35.2
2845,511.00000000000006,14.3,28.4,23.2
2846,408.0,11.5,32.0,20.3
2847,156.0,37.5,74.1,28.800000000000004
2848,345.0,33.0,88.1,15.8
2849,264.0,36.0,56.39999999999999,26.3
2850,384.0,42.1,59.3,21.4
2851,138.0,45.3,77.8,24.7
2852,155.0,1.4,15.5,47.7
2853,339.0,12.9,42.4,26.8
2854,296.0,1.8000000000000003,91.1,9.5
2855,106.0,44.8,34.2,40.7
2856,459.99999999999994,34.8,94.8,4.8
2857,568.0,34.6,11.4,15.1
2858,535.0,1.6,45.1,6.2
2859,71.0,41.7,25.3,34.1
2860,190.0,25.0,72.7,37.2
2861,209.0,19.5,49.2,40.5
2862,539.0,41.1,25.1,1.8000000000000003
2863,392.0,46.0,52.5,20.4
2864,290.0,33.1,63.7,31.2
2865,560.0,24.7,8.3,15.2
2866,81.0,16.6,50.4,1.5
2867,281.0,21.8,5.1,42.7
2868,106.0,48.3,81.4,19.2
2869,307.0,13.699999999999998,92.5,29.2
2870,442.0,40.0,14.2,49.8
2871,553.0,22.7,46.8,39.3
2872,254.99999999999997,21.9,77.4,32.3
2873,249.00000000000003,11.3,57.8,45.9
2874,162.0,36.6,23.4,13.600000000000001
2875,426.0,1.5,70.1,15.299999999999999
2876,547.0,33.8,76.9,28.7
2877,366.0,43.6,43.9,43.4
2878,250.0,33.5,8.6,18.7
2879,127.0,9.8,51.5,6.6000000000000005
2880,588.0,31.900000000000002,47.2,7.6
2881,546.0,13.699999999999998,14.899999999999999,41.4
2882,309.0,6.7,64.7,33.5
2883,95.0,47.7,81.2,33.7
2884,567.0,8.3,10.1,23.1
2885,299.0,6.9,19.8,24.4
2886,296.0,31.8,31.0,47.1
2887,340.0,30.9,72.6,37.1
2888,146.0,45.2,92.4,46.2
2889,171.0,30.0,21.4,25.5
2890,463.0,46.5,73.7,49.1
2891,496.0,25.1,76.2,39.5
2892,301.0,5.8,40.9,5.6
2893,72.0,16.0,28.4,17.5
2894,286.0,39.9,94.4,44.4
2895,512.0,34.2,72.9,42.3
2896,158.0,40.0,30.0,47.5
2897,438.0,10.6,54.50000000000001,45.1
2898,364.0,25.3,95.9,21.5
2899,59.0,8.5,69.9,48.3
2900,499.0,44.3,79.2,41.5
2901,357.0,5.9,56.99999999999999,48.9
2902,595.0,49.7,54.2,19.6
2903,493.0,11.0,77.5,16.0
2904,505.0,30.4,87.4,16.9
2905,112.00000000000001,24.4,20.1,3.5000000000000004
2906,374.0,49.4,35.6,24.9
2907,491.0,38.2,55.00000000000001,13.8
2908,194.0,36.8,85.1,12.2
2909,180.0,34.8,84.5,49.1
2910,505.99999999999994,34.0,19.2,10.4
2911,123.0,46.0,24.3,4.8
2912,421.0,31.0,22.7,22.2
2913,476.0,46.7,12.8,31.0
2914,256.0,27.200000000000003,37.0,37.2
2915,120.0,24.9,68.0,29.9
2916,196.0,28.7,55.00000000000001,3.2
2917,185.0,1.6,66.3,29.2
2918,355.0,20.3,39.0,21.3
2919,599.0,9.8,38.1,20.3
2920,178.0,8.5,37.8,44.9
2921,168.0,36.5,6.800000000000001,25.0
2922,383.0,8.9,41.2,25.4
2923,408.0,9.3,13.0,18.8
2924,549.0,6.9,75.0,43.1
2925,279.0,47.6,47.1,38.7
2926,123.0,41.6,30.0,25.3
2927,192.0,12.1,28.7,32.3
2928,483.0,37.3,67.2,48.1
2929,566.0,2.9,75.9,6.4
2930,305.0,4.0,28.300000000000004,47.5
2931,299.0,28.800000000000004,97.0,46.0
2932,529.0,36.4,19.4,30.9
2933,204.0,3.1,73.5,32.9
2934,471.0,12.2,14.000000000000002,37.5
2935,494.00000000000006,22.1,43.4,48.2
2936,78.0,35.1,42.8,39.1
2937,405.99999999999994,5.5,18.9,48.0
2938,461.00000000000006,9.1,68.2,28.6
2939,89.0,43.1,88.5,29.799999999999997
2940,449.0,35.4,49.3,3.4000000000000004
2941,399.0,22.6,38.7,16.0
2942,242.0,29.799999999999997,18.4,20.7
2943,237.0,37.1,62.6,44.4
2944,580.0,3.3000000000000003,8.2,27.6
2945,179.0,40.6,71.5,38.1
2946,356.0,28.9,34.8,15.4
2947,196.0,23.6,30.3,38.8
2948,242.0,42.1,79.4,31.0
2949,68.0,33.1,11.1,45.3
2950,111.00000000000001,42.4,7.200000000000001,48.7
2951,497.0,29.600000000000005,95.6,39.1
2952,250.99999999999997,13.200000000000001,78.8,35.8
2953,484.0,36.5,89.2,4.1
2954,108.0,4.1,56.7,1.1
2955,453.0,19.8,32.2,8.9
2956,206.0,8.9,18.5,5.7
2957,361.0,21.6,42.6,3.8
2958,99.0,47.6,14.099999999999998,1.2
2959,142.0,37.4,8.9,42.5
2960,479.0,27.699999999999996,12.4,11.5
2961,148.0,31.900000000000002,54.79999999999999,17.5
2962,488.99999999999994,6.800000000000001,36.5,43.2
2963,217.0,43.9,30.3,41.6
2964,467.0,1.0,71.0,38.1
2965,281.0,19.6,36.5,25.6
2966,571.0,2.6,53.2,24.6
2967,495.0,23.2,60.9,46.9
2968,147.0,48.5,24.3,14.899999999999999
2969,390.0,49.4,55.7,25.3
2970,267.0,18.0,54.1,6.4
2971,238.0,3.4000000000000004,34.2,7.200000000000001
2972,351.0,45.9,19.2,1.7000000000000002
2973,112.99999999999999,25.2,63.0,43.2
2974,444.00000000000006,48.7,77.4,31.4
2975,571.0,14.000000000000002,90.7,5.7
2976,432.0,8.4,83.7,43.2
2977,500.0,24.1,15.6,2.3
2978,479.0,44.4,18.9,15.9
2979,534.0,17.4,31.6,43.5
2980,135.0,37.5,38.0,49.8
2981,78.0,35.3,94.8,40.4
2982,53.0,41.2,82.3,5.8
2983,420.0,49.7,36.4,36.2
2984,576.0,7.000000000000001,23.0,2.7
2985,344.0,27.9,54.400000000000006,4.3
2986,373.0,45.2,51.1,5.7
2987,106.0,35.4,21.9,20.3
2988,52.0,44.0,17.8,33.6
2989,436.00000000000006,42.9,64.7,15.2
2990,421.0,41.9,29.799999999999997,28.800000000000004
2991,542.0,7.000000000000001,32.0,9.5
2992,302.0,17.8,53.2,39.9
2993,583.0,7.1,8.1,44.5
2994,424.0,42.8,81.3,1.8000000000000003
2995,578.0,28.9,48.4,36.8
2996,288.0,20.7,61.8,11.0
2997,133.0,34.5,97.3,44.6
2998,426.99999999999994,34.3,83.0,43.0
2999,94.0,28.6,24.8,19.6
3000,538.0,46.6,7.7,4.1
3001,578.0,36.5,94.6,2.1
3002,443.0,49.7,18.4,20.2
3003,222.00000000000003,39.3,84.6,44.2
3004,223.0,11.3,98.8,27.0
3005,575.0,10.6,32.7,27.399999999999995
3006,373.0,22.2,55.8,17.4
3007,217.0,48.6,93.0,30.4
3008,415.00000000000006,22.0,45.9,21.0
3009,217.0,35.0,39.3,7.3
3010,430.0,23.1,34.5,34.6
3011,294.0,39.9,48.1,47.3
3012,160.0,23.1,90.3,44.0
3013,157.0,36.6,66.1,19.5
3014,484.99999999999994,29.5,35.3,30.8
3015,519.0,30.2,35.0,23.8
3016,532.0,47.4,11.9,7.7
3017,590.0,34.3,75.0,22.3
3018,53.0,48.9,84.6,36.1
3019,469.00000000000006,23.1,63.0,38.5
3020,580.0,33.0,40.4,47.6
3021,453.0,7.400000000000001,85.1,25.4
3022,254.0,41.9,17.2,23.9
3023,569.0,43.4,6.4,44.4
3024,475.0,5.8,57.99999999999999,39.8
3025,51.0,11.5,26.0,27.399999999999995
3026,505.99999999999994,30.5,46.8,46.6
3027,591.0,48.3,49.7,49.3
3028,292.0,37.5,57.2,21.8
3029,227.99999999999997,44.7,5.0,35.5
3030,366.0,11.0,17.8,43.8
3031,268.0,36.0,99.6,18.6
3032,218.00000000000003,34.2,6.4,8.7
3033,123.0,8.0,79.1,44.4
3034,147.0,37.4,50.3,39.7
3035,451.0,8.6,82.4,8.5
3036,308.0,2.7,34.8,46.5
3037,328.0,15.7,90.2,37.5
3038,551.0,42.8,92.9,2.4
